CourseId,ProfName,Quarter,CRN
FRE 021,Julia Simon,202403,42261
FRE 021,Julia Simon,202410,33031
FRE 022,Carmen Mayer,202401,25695
FRE 022,Julia Simon,202403,42262
FRE 022,Julia Simon,202410,33032
FRE 023,Carmen Mayer,202401,25696
FRE 023,Julia Simon,202403,42263
FRE 105,Julia Simon,202401,44215
FRE 108,Jeff Fort,202401,44216
FRE 130,Zachary Scovel,202401,44217
FRE 201,Eric Russell,202401,44218
FRE 390B,Carmen Mayer,202401,25844
FRE 390B,Julia Simon,202403,42407
FRS 001,Ian Korf,202401,25849
FRS 001,Joseph Biello,202403,42413
FRS 001,The Staff,202410,33130
FRS 002,Thomas Jue,202401,25870
FRS 002,Gerhart/Poulin,202403,42422
FRS 002,The Staff,202410,33149
FRS 003,Christelle Anaclet,202401,25911
FRS 003,Elizabeth Foraker,202403,42447
FRS 003,The Staff,202410,33206
FRS 004,Yuanpei Li,202401,25952
FRS 004,Monica Torreiro-Casal,202403,42484
FRS 004,The Staff,202410,33265
FSE 391,Laci Gerhart,202401,25991
FSM 122,Joan Frank,202401,25993
FST 127,Jean-Xavier Guinard,202401,26064
FST 159,Charlotte Biltekoff,202401,45071
FST 203,Nitin Nitin,202401,26177
FST 211,John German,202401,26178
FST 227,Jean-Xavier Guinard,202401,26179
FST 228,Spang/Simmons,202401,26180
FST 290,Ameer Taha,202401,26181
FST 290,The Staff,202403,42713
FST 290,The Staff,202410,33454
FST 291,Gravelle/Delarue,202401,26218
FST 291,The Staff,202403,42749
FST 291,The Staff,202410,33491
GEO 200BN,Ryan Galt,202401,26841
GEO 200E,Susan Handy,202401,26843
GGG 201B,Dennis/Ahmed/Brown,202401,27054
GGG 205,Burgess/Segal,202401,27055
GGG 205,Burgess/Segal,202410,34296
GGG 294,Paul Hagerman,202401,44670
GSW 050,Brooke Kipling,202401,27341
GSW 050,Megan Bayles,202403,43632
GSW 050,The Staff,202410,34510
GSW 070,Ava Kim,202401,44260
GSW 103,Rana Jaleel,202401,27356
GSW 200A,Rana Jaleel,202401,44264
FOR 201C,Ashley Hall,202403,42166
FOR 240,Philip Hess,202403,42168
FOR 281,Ashley Hall,202403,42169
FRE 100,Claire Goldstein,202403,42287
FRE 100,Toby Warner,202410,33039
FRE 141,Jeff Fort,202403,42289
FRE 202,Claire Goldstein,202403,56764
FRE 207A,Julia Simon,202403,56765
FSM 120,Joan Frank,202403,42510
FSM 120L,Francene Steinberg,202403,42511
FSM 120L,Francene Steinberg,202410,33308
FST 123,Ameer Taha,202403,42596
FST 123L,Ameer Taha,202403,42597
FST 160,Guinard/Gravelle,202403,42601
FST 190,Christopher Simmons,202403,42604
FST 204,Maria Marco,202403,42712
FST 217,Julien Delarue,202403,57379
GEO 200CN,Noli Brazil,202403,43246
GEO 236,Susan Handy,202403,43253
GGG 225,Kyle Fink,202403,43439
GGG 280,Giulivi/Bannasch,202403,57333
GGG 290A,Janine LaSalle,202403,43441
GSW 139,Willa Smart,202403,56656
GSW 148,Marco Dell'oca,202403,43644
GSW 179,Ava Kim,202403,56672
GSW 190,Beenash Jafri,202403,56671
GSW 200B,Beenash Jafri,202403,43653
FOR 201A,Ashley Hall,202410,32947
FOR 207,Barry Miller,202410,32948
FOR 220,Qi Zhang,202410,32949
FOR 221L,Craig Triebold,202410,32950
FOR 280,Ashley Hall,202410,32951
FRE 103,Claire Goldstein,202410,49589
FRE 109,Eric Russell,202410,49590
FRE 128,Julia Simon,202410,49591
FRE 200,Jeff Fort,202410,33076
FRE 224,Toby Warner,202410,49592
FRE 291,Carlee Arnett,202410,49600
FRE 390A,Carmen Mayer,202410,33124
FSE 301,Ellefson/Monfared,202410,33305
FST 131,Edward Spang,202410,49891
FST 201,Taha/Barile,202410,33452
FST 230,David Mills,202410,33453
GEO 212,Jay Lund,202410,34105
GEO 233,The Staff,202410,50138
GGG 201A,David Segal,202410,34294
GGG 220,Patrick James Brown,202410,34297
GGG 250,Dr Luis Carvajal-Carmona,202410,34298
GGG 292,Satoshi Namekawa,202410,49830
GGG 296,Chedin/Finno/Mcpherson,202410,34301
GSW 201,The Staff,202410,34540
GEL 001,Mark Deblois,202401,26408
GEL 001,Eliot Atekwana,202403,42922
GEL 001,David Osleger,202410,33661
GEL 003,David Gold,202401,44497
GEL 012,Ryosuke Motani,202401,26416
GEL 012,David Gold,202403,42928
GEL 012,Mark Deblois,202410,33671
GEL 016,Hannah Palmer,202401,44498
GEL 016,Tracy Thomson,202403,56740
GEL 016,The Staff,202410,49629
GEL 017,Eliot Atekwana,202401,26417
GEL 017,Mark Deblois,202403,42929
GEL 017,David Osleger,202410,33672
GEL 030,John Rundle,202401,44499
GEL 050,Nicholas Pinter,202401,26418
GEL 050,Magali Billen,202403,42936
GEL 050,Eric Cowgill,202410,33675
GEL 050L,Nicholas Pinter,202401,26419
GEL 050L,Magali Billen,202403,42937
GEL 050L,Eric Cowgill,202410,33676
GEL 053,Christen Grettenberger,202401,26424
GEL 081,Kathlan Latimer,202401,26425
GEL 081,Megan Bettis,202403,42941
GEL 081,Kathlan Latimer,202410,33682
GEL 101,Michael Oskin,202401,26526
GEL 101L,Michael Oskin,202401,26527
GEL 105,Barbara Ratschbacher,202401,26529
GEL 107,David Gold,202401,44500
GEL 107,Mark Deblois,202410,33782
GEL 107L,David Gold,202401,44501
GEL 107L,Mark Deblois,202410,33783
GEL 116N,Alyssa Griffin,202401,44502
GEL 133,Sujoy Mukhopadhyay,202401,44506
GEL 141,Ryosuke Motani,202401,26531
GEL 146,Qing-Zhu Yin,202401,44507
GEL 160,Maxwell Rudolph,202401,44508
GEL 181,Ingrid Salim,202401,26535
GEL 181,Ingrid Salim,202403,42989
GEL 181,Ingrid Salim,202410,33791
GEL 183,Susann Pinter,202401,26536
GEL 183,Susann Pinter,202403,42990
GEL 183,Susann Pinter,202410,33792
GEL 186,Mary Stevenson,202401,26537
GEL 186,Mary Stevenson,202403,42991
GEL 186,Mary Stevenson,202410,33793
GEL 217,Sarah Stewart-Mukhopadhyay,202401,45034
GEL 290,Magali Billen,202401,26773
GEL 290,Ryosuke Motani,202403,43189
GEL 290,The Staff,202410,34030
GEL 294,Sarah Roeske,202401,44510
GEL 296,Eric Cowgill,202401,45049
GER 002,Kirsten Harjes,202401,26919
GER 002,Kirsten Harjes,202410,49646
GER 003,Kirsten Harjes,202401,26921
GER 003,Kirsten Harjes,202403,43340
GER 021,Kirsten Harjes,202401,26922
GER 101B,Kirsten Harjes,202401,26946
GER 120,Kirsten Harjes,202401,26948
GER 176A,Jaimey Fisher,202401,44222
GER 285,Carlee Arnett,202401,44297
GER 297,Elisabeth Krimmer,202401,27001
GER 297,Jaimey Fisher,202403,43402
GEL 020,Eric Cowgill,202403,42930
GEL 025,David Osleger,202403,57403
GEL 035,Sarah Yarnell-Hayes,202403,42931
GEL 036,Sarah Stewart-Mukhopadhyay,202403,42932
GEL 103,Maxwell Rudolph,202403,42978
GEL 108,Chijun Sun,202403,42981
GEL 109,Dawn Sumner,202403,56742
GEL 109L,Dawn Sumner,202403,56743
GEL 120,David Osleger,202403,57410
GEL 150A,Brian Gaylord,202403,56745
GEL 150B,Alyssa Griffin,202403,56746
GEL 251,Qing-Zhu Yin,202403,56748
GEO 297,Davis/Cooper/London,202403,43260
GER 001,Kirsten Harjes,202403,43339
GER 001,Kirsten Harjes,202410,34187
GER 022,Kirsten Harjes,202403,43345
GER 112,Carlee Arnett,202403,43366
GER 118A,Sven-Erik Rose,202403,56768
GEL 005,Ryosuke Motani,202410,33669
GEL 010,Isabel Montanez,202410,33670
GEL 028,Qing-Zhu Yin,202410,33674
GEL 060,Barbara Ratschbacher,202410,33680
GEL 131,John Rundle,202410,33787
GEL 140,Nicholas Pinter,202410,33788
GEL 232,The Staff,202410,49969
GER 020,Kirsten Harjes,202410,34193
GER 101A,Kirsten Harjes,202410,34201
GER 142,Kirsten Harjes,202410,49596
GER 168,Chunjie Zhang,202410,49597
GER 262,Chunjie Zhang,202410,49598
GER 291,Carlee Arnett,202410,49599
GER 390A,Kirsten Harjes,202410,34279
GDB 090,David Rizzo,202403,42866
GDB 090,David Rizzo,202410,33610
GDB 102,David Rizzo,202403,42867
GDB 103,Johan Leveau,202403,42869
GDB 103,Douglas Cook,202401,45051
GDB 106,Diana Davis,202403,42870
GDB 187,Joanne Emerson,202403,42871
GDB 187,Sara Dye,202410,33613
GDB 187,Sara Dye,202401,26347
GRK 003,Valentina Popescu,202403,43616
GRK 003NT,Carey Seal,202403,43617
GRK 103A,Timothy Brelinski,202403,56784
HEB 003,Itay Eisinger,202403,43888
HEB 023,Itay Eisinger,202403,43889
HIN 003,Poonam Chauhan,202403,43893
HIN 023,Poonam Chauhan,202403,43895
HIS 004C,Adam Zientek,202403,43904
HIS 004C,Ian Campbell,202401,44441
HIS 007C,Francisco Ulloa García,202403,43919
HIS 010A,Ali Anooshahr,202403,56983
HIS 015B,Hakeem Naim,202403,43952
HIS 017A,Gregory Downs,202403,43956
HIS 017A,John Smolenski,202410,34933
HIS 017A,John Smolenski,202401,27741
HIS 017B,Karen Gettelman,202403,43968
HIS 017B,Karen Gettelman,202410,34948
HIS 017B,Timothy Orr,202401,27747
HIS 072B,Lisa Materson,202403,43976
HIS 100,Ali Danis Neyzi,202403,56929
HIS 102M,Lisa Materson,202403,56925
HIS 102M,Cecilia Tsu,202410,34979
HIS 102N,Kyu Kim,202403,56927
HIS 102X,Charles Walker,202403,56928
HIS 110,John Smolenski,202403,44149
HIS 110,Rachel Jean-Baptiste,202410,49750
HIS 113,Stacy Fahrenthold,202403,57350
HIS 120,Kelman/Rauchway,202403,56930
HIS 126Y,Adam Zientek,202403,44151
HIS 136,Daniel Stolzenberg,202403,56932
HIS 142B,Claire Aubin,202403,57351
HIS 145,Ian Campbell,202403,44152
HIS 147C,Michael Saler,202403,57393
HIS 157,Jose Perez Melendez,202403,56934
HIS 163B,Jose Perez Melendez,202403,56935
MHI 207,Prabhu Shankar,202403,48118
MHI 209N,Veronica Ahumada-Newhart,202403,48119
MHI 212,Sean Peisert,202403,48120
MHI 290,Mark Carroll,202403,48121
MHI 290,Mark Carroll,202410,38838
MHI 290,Mark Carroll,202401,32995
GDB 101,Sara Dye,202410,33611
GDB 101,Neil McRoberts,202401,26344
GRK 001,Valentina Popescu,202410,34492
GRK 100,Anna Uhlig,202410,34497
GRK 102,Anna Uhlig,202410,50044
HEB 001,Itay Eisinger,202410,34840
HEB 021,Itay Eisinger,202410,49889
HIN 001,Poonam Chauhan,202410,34851
HIN 021,Shagufta Fatema,202410,34855
HIS 002Y,Daniel Stolzenberg,202410,34864
HIS 006,Ali Anooshahr,202410,49733
HIS 006,Ali Anooshahr,202401,44447
HIS 007A,Andres Resendez,202410,34876
HIS 010B,A Katie Harris,202410,34900
HIS 015A,Corrie Decker,202410,34918
HIS 018B,Traci Parker,202410,49739
HIS 080,Baki Tezcan,202410,34963
HIS 102D,A Katie Harris,202410,34978
HIS 102D,A Katie Harris,202401,44407
HIS 102E,Daniel Stolzenberg,202410,49748
HIS 102E,Adam Zientek,202401,27853
HIS 102J,Marian Schlotterbeck,202410,49749
HIS 109,Diana Davis,202410,34988
HIS 115C,Corrie Decker,202410,49752
HIS 119,Campbell/Rauchway,202410,49753
HIS 134A,Adam Zientek,202410,49754
HIS 156,Jose Perez Melendez,202410,34995
HIS 164,Marian Schlotterbeck,202410,49755
HIS 166B,Andres Resendez,202410,34997
MHI 210,Carroll/Anderson,202410,38835
MHI 289H,Prabhu Shankar,202410,38836
MHI 289I,Matthew Bishop,202410,38837
HDE 100A,Anne Iaccopucci,202401,27410
HDE 100A,Anne Iaccopucci,202410,34599
HDE 100B,Lisa Rapalyea,202401,27411
HDE 100B,Daniel Choe,202403,43694
HDE 104,Helen Fann,202401,44325
HDE 104,Anne Iaccopucci,202403,43696
HDE 112,Meng Huo,202401,27413
HDE 120,Nicole Hollis,202401,27414
HDE 120,Meng Huo,202403,43698
HDE 120,Adrienne Nishina,202410,34603
HDE 130,Amanda Guyer,202401,27419
HDE 130,Nicole Hollis,202410,34607
HDE 135,Jennifer Falbe,202401,27424
HDE 135,Jennifer Falbe,202403,56894
HDE 161,Lisa Miller,202401,44335
HDE 180,Daniel Choe,202401,44336
HDE 180,Amanda Guyer,202403,56689
HDE 200B,Johnna Swartz,202401,27534
HDE 220,Erik Henricson,202401,27535
HIS 170A,John Smolenski,202401,44398
HIS 179,Cecilia Tsu,202401,44586
HIS 179,Cecilia Tsu,202410,34998
HIS 190C,Baki Tezcan,202401,44395
HIS 190D,Ali Anooshahr,202401,44394
HIS 190D,Ali Anooshahr,202410,49760
HIS 196B,Sudipta Sen,202401,44393
HIS 196B,Sudipta Sen,202410,49762
HIS 201I,Andres Resendez,202401,44392
HIS 202H,Cecilia Tsu,202401,44585
HIS 202H,Traci Parker,202403,44326
HIS 203B,Ian Campbell,202401,28131
HMR 120A,Heghnar Watenpaugh,202401,28396
HMR 130,Lucía Luna-Victoria Indacochea,202401,28398
HMR 131,Keith Watenpaugh,202401,28399
HMR 135,Lucía Luna-Victoria Indacochea,202401,44889
HMR 161,Charles Walker,202401,44300
HRT 203,Volder/Bailey,202401,28685
HDE 012,Lisa Rapalyea,202403,43658
HDE 012,Lisa Rapalyea,202410,49657
HDE 100C,Nicole Hollis,202403,43695
HDE 100C,Lisa Miller,202410,34600
HDE 111,Leah Hibel,202403,43697
HDE 131,Anne Iaccopucci,202403,43702
HDE 200C,Meng Huo,202403,43792
HDE 250,Leah Hibel,202403,56714
HIS 174B,Eric Rauchway,202403,56936
HIS 189,Cecilia Tsu,202403,56959
HIS 194A,Kyu Kim,202403,56960
HIS 196A,Ali Anooshahr,202403,56961
HIS 201Q,Ellen Hartigan-O'Connor,202403,56962
HIS 201W,Charles Walker,202403,44322
HIS 203C,Ian Campbell,202403,44327
HMR 001,Wendy Terry,202403,57151
HMR 001,Keith Watenpaugh,202410,35111
HMR 134,Lucía Luna-Victoria Indacochea,202403,44529
HMR 134,Keith Watenpaugh,202410,35120
HMR 162Y,Adam Zientek,202403,44532
HMR 190,Lucía Luna-Victoria Indacochea,202403,44533
HMR 190,Lucía Luna-Victoria Indacochea,202410,50173
HMR 200B,Charles Walker,202403,57114
HRT 200B,Matthew Gilbert,202403,44728
HUM 002A,Carlee Arnett,202403,56834
HDE 117,James Carey,202410,34602
HDE 133,Johnna Swartz,202410,34610
HDE 137,Brittany Chambers,202410,34612
HDE 200A,Leah Hibel,202410,34708
HIS 170B,Ellen Hartigan-O'Connor,202410,49756
HIS 174C,Kathryn Olmsted,202410,49757
HIS 174D,Traci Parker,202410,49758
HIS 187,Eric Rauchway,202410,49759
HIS 201X,Jose Perez Melendez,202410,35027
HIS 203A,Ian Campbell,202410,35029
HIS 204,Sudipta Sen,202410,35030
HMR 140A,Lucía Luna-Victoria Indacochea,202410,35122
HRT 200A,Brummer/Gaudin,202410,35373
HRT 290,Astrid Volder,202410,35374
HUM 013,Elisabeth Krimmer,202401,28705
HUM 015,Eric Russell,202401,44425
HUM 015,Eric Russell,202410,49873
HYD 143,Gregory Pasternack,202401,45133
HYD 150,Tina Leahy,202401,28806
HYD 182,Ali Moghimi,202401,45018
HYD 201B,Eliot Atekwana,202401,29014
IAD 142,Daniel Frank,202401,29317
IAD 170,Amanda Crump,202401,45306
IAD 190,Amanda Crump,202401,44618
IAD 190,Amanda Crump,202410,35603
IAD 203N,Amanda Crump,202401,29368
IMM 202L,Athena Soulika,202401,29691
IMM 293,Roger Sciammas,202401,29693
IMM 294,Yoshikazu Takada,202401,45328
IRE 104,Ariana Valle,202401,45091
ITA 002,Jay Grossi,202401,29776
HUM 004,Michael Ziser,202403,56830
HYD 010,Peter Hernes,202403,44764
HYD 118,Isaya Kisekka,202403,44781
HYD 124,Kenneth Shackel,202403,44782
HYD 134,Peter Hernes,202403,57524
HYD 243,Samuel Sandoval Solis,202403,44828
HYD 274,Thomas Harter,202403,57609
IMM 203,Robert Canter,202403,57375
IMM 204,Charles Bevins,202403,57376
ITA 003,Jay Grossi,202403,45163
HUM 010,Claire Goldstein,202410,49817
IAD 202N,Cameron Pittelkow,202410,35630
IDI 141,Satya Dandekar,202410,35699
IMD 490,The Staff,202410,35923
IMM 201,Paul Ashwood,202410,35933
IMM 201L,Athena Soulika,202410,35934
IMM 291,Lillian Cruz-Orengo,202410,35935
IMM 296,Hong Ji,202410,35936
ITA 001,Jay Grossi,202410,35976
ITA 022,Melissa Demos,202401,29779
ITA 031,Melissa Demos,202401,29780
ITA 120A,Michael Subialka,202401,44219
ITA 128,Eric Russell,202401,44220
JPN 002,Carolyn Wheeler,202401,29843
JPN 005,Yoko Kato,202401,29858
JPN 031,Carolyn Wheeler,202401,29862
JPN 102,Joseph Sorensen,202401,29891
JPN 112,Yumi Takeuchi,202401,29893
JPN 122,Nobuko Koyama,202401,29896
JPN 151,Nobuko Koyama,202401,29897
JPN 154,Michael Foster,202401,29899
JPN 154,Michael Foster,202410,49832
JPN 155,Michael Foster,202401,44427
JPN 155,Michael Foster,202410,49831
LAT 002,John Rundin,202401,29959
LAT 106,Timothy Brelinski,202401,44840
LAT 122,Mike Chin,202401,44841
LDA 002,Patsy Owens,202401,29978
LDA 030,Elizabeth Boults,202401,29984
LDA 070,Nina Napawan,202401,29985
LDA 102,Emily Schlickman,202401,30000
LDA 119,Jessica Galvan,202401,45052
LDA 119,The Staff,202403,57083
LDA 119,The Staff,202410,49711
LDA 120,Emily Schlickman,202401,30001
LDA 120,The Staff,202403,57084
LDA 141,David De La Pena,202401,30002
LDA 150,Isaya Kisekka,202401,30004
LDA 150,Helen Dahlke,202403,45344
LDA 150,The Staff,202410,36238
LDA 170,Elizabeth Boults,202401,30008
LDA 183,Meredith Branstad,202401,30010
LDA 202,David De La Pena,202401,44567
ITA 023,Melissa Demos,202403,45165
ITA 032,Melissa Demos,202403,45166
ITA 114,Grace Delmolino,202403,56766
ITA 145,Michael Subialka,202403,56767
JPN 003,Carolyn Wheeler,202403,45188
JPN 006,Yoko Kato,202403,45197
JPN 103,Michiko Suzuki,202403,45223
JPN 106,David Gundry,202403,45224
JPN 109,Michael Foster,202403,56720
JPN 113,Yumi Takeuchi,202403,45225
JPN 160,Michael Foster,202403,56722
JPN 164,Michiko Suzuki,202403,56810
JPN 164,Michiko Suzuki,202410,49833
JPN 165,David Gundry,202403,57341
LAT 003,John Rundin,202403,45297
LAT 121,Carey Seal,202403,56785
LAT 124,Kathleen Cruz,202403,56786
LDA 003,Stephen Wheeler,202403,45313
LDA 010,Mitchell Snyder,202403,45323
LDA 050,Prashant Hedao,202403,45325
LDA 060,Marq Truscott,202403,45333
LDA 142,Stephen Wheeler,202403,45343
LDA 171,Emily Schlickman,202403,45348
LDA 184,Daniela Tavares,202403,45350
LDA 190,Schlickman/Kiers,202403,45352
LDA 201,Brett Milligan,202403,57086
LDA 270,Patsy Owens,202403,45399
ITA 021,Melissa Demos,202410,35983
ITA 104,The Staff,202410,49593
ITA 113,Grace Delmolino,202410,49594
ITA 131,Grace Delmolino,202410,49595
JPN 001,Yoko Kato,202410,36053
JPN 004,Kazuhide Takeuchi,202410,36070
JPN 010,Joseph Sorensen,202410,36074
JPN 101,David Gundry,202410,36100
JPN 111,Yumi Takeuchi,202410,36102
JPN 121,Nobuko Koyama,202410,36106
JPN 136,David Gundry,202410,50046
JPN 153,Michiko Suzuki,202410,36108
LAT 001,Shennan Hutton,202410,36175
LAT 100,Carey Seal,202410,36182
LAT 110,Kathleen Cruz,202410,50045
LDA 001,Cory Parker,202410,36196
LDA 021,Elizabeth Boults,202410,36204
LDA 140,The Staff,202410,36234
LDA 160,Anna Kiers,202410,36243
LDA 161,Brenna Castro Carlson,202410,36246
LDA 182,David De La Pena,202410,36248
LDA 205,The Staff,202410,36315
LIN 001,David Corina,202401,30060
LIN 001,Luna Filipovic Hawkins,202403,45430
LIN 001,David Corina,202410,36359
LIN 001Y,Georgia Zellou,202401,30066
LIN 001Y,Santiago Barreda-Castanon,202403,45438
LIN 001Y,Emily Morgan,202410,49978
LIN 103A,Georgia Zellou,202401,44915
LIN 105,David Corina,202401,44919
LIN 105,Masoud Jasbi,202403,56823
LIN 105,David Corina,202410,49967
LIN 106,Dana Ferris,202401,30155
LIN 131,Joanna Nykiel,202401,44920
LIN 152,Luna Filipovic Hawkins,202401,44922
LIN 163,Julia Menard-Warwick,202401,44924
LIN 171,Emily Morgan,202401,30162
LIN 177,Emily Morgan,202401,30164
LIN 177,Kenji Sagae,202403,45510
LIN 177,Emily Morgan,202410,49970
LIN 201,Santiago Barreda-Castanon,202401,30275
LIN 201,Santiago Barreda-Castanon,202403,45581
LIN 205C,Kenji Sagae,202401,44928
LIN 205C,Santiago Barreda-Castanon,202410,36461
LIN 212,Santiago Barreda-Castanon,202401,44929
LIN 281,Julia Menard-Warwick,202401,44930
MGT 011A,Muneet Bains,202401,32798
MGT 011A,Muneet Bains,202403,47944
MGT 011A,Muneet Bains,202410,38661
MGT 011B,Colleen Zern,202401,32810
MGT 011B,Colleen Zern,202403,47955
MGT 011B,Colleen Zern,202410,38677
MGT 012Y,Sally Hamilton,202401,32822
MGT 012Y,Sally Hamilton,202403,47964
MGT 012Y,Justin Virrey,202410,49930
MGT 105,Kevin Mello,202401,32823
MGT 105,Kevin Mello,202410,38692
MGT 107,Kevin Mello,202401,44705
MGT 107,Kevin Mello,202403,47973
MGT 120,Cyrus Aram,202401,32831
MGT 120,Cyrus Aram,202403,47977
MGT 120,Cyrus Aram,202410,38696
MGT 140,Douglas Findlay,202401,32835
MGT 140,Douglas Findlay,202403,47981
MGT 140,Douglas Findlay,202410,38700
MGT 150,Jane Harrington,202401,32839
MGT 150,Jane Harrington,202403,47985
MGT 150,Cyrus Aram,202410,38704
MGT 151,Justin Virrey,202401,32844
MGT 151,Justin Virrey,202403,47990
MGT 151,Justin Virrey,202410,38709
MGT 160,Gregory Perelman,202401,32848
MGT 160,Gregory Perelman,202403,47994
MGT 170,Christopher Lynch,202401,32852
MGT 170,Christopher Lynch,202403,47998
MGT 170,Christopher Lynch,202410,38714
MGT 180,Albert Contreras,202401,32856
MGT 180,Albert Contreras,202403,48002
MGT 180,Albert Contreras,202410,38718
MGT 202B,Alan Taylor,202401,32860
MGT 202B,Alan Taylor,202410,38726
MGT 203B,Mehul Rangwala,202401,32861
LIN 111,Georgia Zellou,202403,56825
LIN 182,Luna Filipovic Hawkins,202403,45514
LIN 182,Luna Filipovic Hawkins,202410,49974
LIN 231,Masoud Jasbi,202403,56837
LIN 231,Raul Aranovich,202410,49975
LIN 253,Georgia Zellou,202403,56838
MGT 101,Colleen Zern,202403,47965
MGT 101,Colleen Zern,202410,38684
MGT 103,Kevin Mello,202403,47969
MGT 103,Kevin Mello,202410,38688
MGT 215,Jane Harrington,202403,48008
LIN 127,Kenji Sagae,202410,49968
LIN 173,Yuuko Tonkovich,202410,36410
LIN 200C,Masoud Jasbi,202410,36460
MGT 207,Cyrus Aram,202410,38727
MGT 223,Donald Palmer,202410,38728
MGP 246,Stephen Garcia,202401,32784
MGP 276,Todd Mirell,202401,45204
MGT 224,Greta Hsu,202401,32863
MGT 241,Kay Peters,202401,32864
MGT 246,Stephen Garcia,202401,32865
MGT 265,Ayako Yasuda,202401,32867
MGT 276,Todd Mirell,202401,45210
MGT 290,Hemant Vaidya,202401,32869
MGT 292,Eamonn Dolan,202401,32873
MGT 293,Vasundhara Unnava,202401,32874
MGT 297,Joseph Chen,202401,45196
MGT 402A,Victor Stango,202401,32910
MGT 407,Doy Charnsupharindr,202401,32912
MGT 412,Kay Peters,202401,32913
MGT 473,Xinlei Li,202401,45303
MGT 474,Xinlei Li,202401,45304
MGV 200BV,Robert Yetman,202401,32927
MGV 200BV,Yetman/Conrad,202403,48068
MGV 200BV,Robert Yetman,202410,38776
MGV 201AV,James Stevens,202401,32929
MGV 201AV,James Stevens,202403,48069
MGV 201AV,James Stevens,202410,38777
MGV 201BV,Dokko/Keeves,202401,32932
MGV 201BV,Dokko/Keeves,202403,48071
MGV 201BV,Dokko/Keeves,202410,38780
MGV 202AV,Victor Stango,202401,32936
MGV 202AV,Stango/Linnett,202403,48073
MGV 202AV,Stango/Linnett,202410,38783
MGV 203BV,Rangwala/Tran,202401,32941
MGV 203BV,Mehul Rangwala,202403,48075
MGV 204V,Aravindakshan/Tran,202401,32942
MGV 204V,Ashwin Aravindakshan,202403,48076
MGV 204V,Aravindakshan/Contreras,202410,38787
MGV 205V,Sorin Maruster,202401,32945
MGV 205V,Sorin Maruster,202403,48078
MGV 205V,Sorin Maruster,202410,38790
MGV 206V,David Woodruff,202401,32948
MGV 223V,Gary Katzenstein,202401,45233
MGV 224V,Greta Hsu,202410,38797
MGV 239V,Peters/Errecarte,202401,32951
MGV 239V,Peters/Errecarte,202403,48083
MGV 239V,Kay Peters,202410,38798
MGV 246V,Gareth Keeves,202401,32953
MGV 246V,Gareth Keeves,202403,48085
MGV 246V,Gareth Keeves,202410,38800
MGV 251V,Hargadon/Keeves,202401,32956
MGV 251V,Hargadon/Keeves,202403,48087
MGV 251V,Hargadon/Keeves,202410,38802
MGV 252V,Chen/Linnett,202401,32958
MGV 252V,Chen/Pundoor,202403,48089
MGV 252V,Rachel Chen,202410,38804
MGV 254V,Michael Palazzolo,202401,32961
MGV 254V,Michael Palazzolo,202403,48092
MGV 260V,Robert Marquez,202401,32962
MGV 260V,Robert Marquez,202403,48093
MGV 260V,Marquez/Perelman,202410,38808
MGV 261V,Chen/Maruster,202401,32963
MGV 261V,Chen/Maruster,202403,48094
MGV 261V,Joseph Chen,202410,38809
MGV 264V,Robert Yetman,202401,32964
MGV 264V,Robert Yetman,202403,48095
MGV 264V,Robert Yetman,202410,38810
MGV 265V,Ayako Yasuda,202401,32965
MGV 265V,Yasuda/Linnett,202403,48096
MGV 265V,Ayako Yasuda,202410,38811
MGV 268V,Brian Kennedy,202401,32966
MGV 268V,Brian Kennedy,202403,48097
MGV 268V,Brian Kennedy,202410,38812
MGV 400AV,Yetman/Virrey,202401,32969
MGV 400AV,Yetman/Camarena,202403,48099
MGV 400AV,Michelle Yetman,202410,38815
MGV 403AV,Rangwala/Clasper,202401,32973
MGV 403AV,Rangwala/Clasper,202403,48102
MGV 403AV,Mehul Rangwala,202410,38818
MGV 438V,Aram/Petersen,202401,32976
MGV 438V,Aram/Petersen,202403,48105
MGV 438V,Cyrus Aram,202410,38821
MGV 440V,William Cron,202401,32980
MGV 440V,William Cron,202403,48108
MGV 440V,William Cron,202410,38825
MGV 445V,Justin Virrey,202401,32983
MGV 445V,Justin Virrey,202403,48111
MGV 445V,Justin Virrey,202410,38828
MGV 469V,Yang/Ahmad,202401,32985
MGV 469V,Yinghui Yang,202403,48113
MGV 469V,Yinghui Yang,202410,38830
MGV 490A,Doy Charnsupharindr,202401,32987
MGT 272,Ayung Tseng,202403,57434
MGT 419,Kelly Wilson,202403,57435
MGT 419,Kelly Wilson,202410,38754
MGT 423,Doy Charnsupharindr,202403,48039
MGT 436,Sorin Maruster,202403,48042
MGT 460A,Robert Marquez,202403,48048
MGT 460B,Robert Marquez,202403,48049
MGT 490,Doy Charnsupharindr,202403,48052
MGT 490,Hemant Vaidya,202410,38763
MGT 490B,Elizabeth Pontikes,202403,48054
MGT 490V,Sharad Gupta,202403,57436
MGV 475V,Rangwala/Myrick,202403,48114
MGV 475V,Mehul Rangwala,202410,38831
MGP 223,Donald Palmer,202410,38641
MGP 248,Jesse Catlin,202410,38642
MGP 251,Andrew Hargadon,202410,38643
MGP 287,Yinghui Yang,202410,38644
MGT 248,Jesse Catlin,202410,38729
MGT 251,Andrew Hargadon,202410,38730
MGT 261,Joseph Chen,202410,38731
MGT 287,Yinghui Yang,202410,38732
