,Name,Quality Rating,Total Ratings,Department,University,Would Take Again,Level of Difficulty,Link
2926,Chip Badley,0.0,0,English,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2818634
2927,Amanda Kong,3.4,5,English,University of California Davis,100%,2.2,https://www.ratemyprofessors.com/professor/2674815
2928,Joel Hass,4.2,129,Mathematics,University of California Davis,95%,2.6,https://www.ratemyprofessors.com/professor/247275
2929,Georgina Bosch,5.0,5,Spanish,University of California Davis,100%,2.6,https://www.ratemyprofessors.com/professor/2383127
2930,Poonam Chauhan,4.2,19,Languages,University of California Davis,86%,2.4,https://www.ratemyprofessors.com/professor/1704761
2931,Jill Eubanks,0.0,0,Anthropology,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2776257
2932,Isaya Kisekka,2.2,8,Geography,University of California Davis,29%,3.7,https://www.ratemyprofessors.com/professor/2532695
2933,Emily Sullivan,0.0,0,Music,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2822629
2934,Che Sun,0.0,0,Economics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2822576
2935,Rana Jaleel,4.2,20,Women's Studies,University of California Davis,78%,2.9,https://www.ratemyprofessors.com/professor/2084992
2936,Peyton Wood,0.0,0,Mathematics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2824161
2937,Auyeung Tak,2.1,4,Electrical Engineering,University of California Davis,N/A,4.8,https://www.ratemyprofessors.com/professor/903402
2938,Emma Grigg,0.0,0,Animal Science,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2826088
2939,Wrye Sententia,3.6,48,English,University of California Davis,63%,3.5,https://www.ratemyprofessors.com/professor/809947
2940,Mandeep Basson,0.0,0,Civil Engineering,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2826968
2941,Sebastian Kuumlhnert,0.0,0,Statistics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2827747
2942,Jonathan Bystrynski,0.0,0,Psychology,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2828090
2943,Don Huh,0.0,0,Computer Science,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2829248
2944,Sebastian Kuehnert,0.0,0,Statistics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2829687
2945,Elizabeth Sweet,3.2,9,Sociology,University of California Davis,N/A,3.7,https://www.ratemyprofessors.com/professor/1128817
2946,Carla Delgado,0.0,0,Spanish,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2831687
2947,Ian Davidson,3.8,47,Computer Science,University of California Davis,79%,3.7,https://www.ratemyprofessors.com/professor/1826272
2948,Jeannette Ruiz,0.0,0,Communication,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2832594
2949,Tait Weicht,0.0,0,Mathematics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2812485
2950,Giovanni Hanna,0.0,0,Ecology & Evolutionary Biology,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2812815
2951,Colin Johnson,1.4,8,Technoculture Studies,University of California Davis,34%,4.5,https://www.ratemyprofessors.com/professor/2770773
2952,Kristina Sayler,0.0,0,Human Development,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2813451
2953,Mina Rezaei,0.0,0,Human Ecology,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2813795
2954,James Sanchirico,4.0,11,Environmental Science & Policy,University of California Davis,88%,3.3,https://www.ratemyprofessors.com/professor/1298797
2955,Randeep Padda,3.8,20,University Writing Program,University of California Davis,72%,2.3,https://www.ratemyprofessors.com/professor/1995931
2956,Alejandro Sandoval,5.0,4,Philosophy,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2741417
2957,Art Tavana,0.0,0,English,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2840777
2958,Claire McKinley,3.8,6,Geology,University of California Davis,80%,2.5,https://www.ratemyprofessors.com/professor/2648500
2959,Shirley Chiang,3.4,10,Physics,University of California Davis,100%,2.4,https://www.ratemyprofessors.com/professor/343323
2960,Rose Kagawa,0.0,0,Human Development,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2841272
2961,George Hegarty,0.0,0,University Writing Program,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2841337
2962,Sydney Lane,4.0,1,English,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2841574
2963,Michael Mienaltowski,3.8,68,Animal Science,University of California Davis,68%,3.5,https://www.ratemyprofessors.com/professor/2009441
2964,Stacey Combes,4.0,26,Neurobiology Behavior,University of California Davis,83%,3.1,https://www.ratemyprofessors.com/professor/2152827
2965,Alessandro Ossola,0.0,0,Environmental Science,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2844097
2966,Alexander Aue,3.2,46,Statistics,University of California Davis,57%,3.3,https://www.ratemyprofessors.com/professor/1286077
2967,Damien Caillaud,3.2,21,Anthropology,University of California Davis,43%,3.4,https://www.ratemyprofessors.com/professor/2365720
2968,Abhaya Dandekar,3.5,7,Plant & Soil Science,University of California Davis,67%,2.6,https://www.ratemyprofessors.com/professor/1839041
2969,Ryan Hubert,3.0,21,Political Science,University of California Davis,59%,3.8,https://www.ratemyprofessors.com/professor/2265294
2970,Graham McDougal,0.0,0,Art,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2676358
2971,Alexios Panoutsopoulos,0.0,0,Biological Sciences,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2805323
2972,Kristin Kawecki,1.6,5,English,University of California Davis,50%,3.6,https://www.ratemyprofessors.com/professor/2778090
2973,Kate Laskowski,4.5,10,Biological Sciences,University of California Davis,100%,3.1,https://www.ratemyprofessors.com/professor/2783766
2974,Avesta Sasan,5.0,3,Electrical & Comp. Engineering,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2805614
2975,Scott Carrell,4.0,75,Economics,University of California Davis,100%,3.2,https://www.ratemyprofessors.com/professor/1081387
2976,Mark Siegler,3.1,125,Economics,University of California Davis,51%,3.9,https://www.ratemyprofessors.com/professor/437731
2977,Holland Cheng,2.7,55,Biological Sciences,University of California Davis,56%,3.3,https://www.ratemyprofessors.com/professor/548065
2978,Benjamin Pageler,3.1,18,Psychology,University of California Davis,89%,2.7,https://www.ratemyprofessors.com/professor/2777297
2979,Dale Fletter,2.3,42,Computer Science,University of California Davis,28%,3.6,https://www.ratemyprofessors.com/professor/2613380
2980,Lynn Kimsey,2.8,42,Entomology,University of California Davis,44%,3.6,https://www.ratemyprofessors.com/professor/674376
2981,James Housefield,3.1,114,Design,University of California Davis,64%,2.8,https://www.ratemyprofessors.com/professor/1178776
2982,Ian Lancaster,4.0,5,French amp Italian,University of California Davis,86%,3.6,https://www.ratemyprofessors.com/professor/2661645
2983,Thomas Harter,3.0,5,Not Specified,University of California Davis,50%,4.2,https://www.ratemyprofessors.com/professor/1388715
2984,. El-Farra,5.0,9,Chemical Engineering,University of California Davis,100%,3.8,https://www.ratemyprofessors.com/professor/968004
2985,Colin Webster,4.4,22,Classics,University of California Davis,93%,2.4,https://www.ratemyprofessors.com/professor/1926612
2986,Francois Gygi,3.1,75,Engineering,University of California Davis,62%,2.5,https://www.ratemyprofessors.com/professor/966788
2987,Jennifer Whistler,2.4,15,Neurobiology & Behavior,University of California Davis,42%,4.7,https://www.ratemyprofessors.com/professor/2472817
2988,Juan Sebastian Gomez Diaz,3.8,6,Electrical & Comp. Engineering,University of California Davis,100%,4.2,https://www.ratemyprofessors.com/professor/2598688
2989,Rohit Thomas,2.7,162,Mathematics,University of California Davis,53%,4,https://www.ratemyprofessors.com/professor/1464002
2990,Kurt Eiselt,3.2,90,Computer Science,University of California Davis,64%,3.1,https://www.ratemyprofessors.com/professor/2080850
2991,Matthew Wood,4.6,43,Environmental Toxicology,University of California Davis,95%,2.3,https://www.ratemyprofessors.com/professor/1549992
2992,Alexis Giguere,4.3,22,Physics,University of California Davis,96%,3.6,https://www.ratemyprofessors.com/professor/2612722
2993,Derek Stimel,4.6,81,Economics,University of California Davis,91%,3.3,https://www.ratemyprofessors.com/professor/1784758
2994,Bo Feng,3.5,44,Communication,University of California Davis,58%,2.9,https://www.ratemyprofessors.com/professor/939809
2995,Colleen Zern,4.6,35,Management,University of California Davis,88%,3.4,https://www.ratemyprofessors.com/professor/2448948
2996,Michelle Yeh,3.7,22,Languages,University of California Davis,100%,2.8,https://www.ratemyprofessors.com/professor/364125
2997,Shennan Hutton,5.0,82,Classics,University of California Davis,97%,2.8,https://www.ratemyprofessors.com/professor/483486
2998,Daniel Ferenc,1.6,29,Science,University of California Davis,10%,3.7,https://www.ratemyprofessors.com/professor/125268
2999,Lauren Eastland,1.0,7,Religious Studies,University of California Davis,N/A,4.4,https://www.ratemyprofessors.com/professor/2788769
3000,Clayton McDonald,1.5,78,Mathematics,University of California Davis,16%,4.3,https://www.ratemyprofessors.com/professor/2723127
3001,Bowen Du,4.6,5,English,University of California Davis,100%,1.8,https://www.ratemyprofessors.com/professor/2746862
3002,Raul Aranovich,3.0,73,Linguistics,University of California Davis,24%,3,https://www.ratemyprofessors.com/professor/149486
3003,Marie Heffern,5.0,36,Chemistry,University of California Davis,92%,3.8,https://www.ratemyprofessors.com/professor/2292210
3004,William Putnam,4.0,17,Electrical & Comp. Engineering,University of California Davis,78%,3.7,https://www.ratemyprofessors.com/professor/2501666
3005,Joel Landis,3.9,42,Political Science,University of California Davis,82%,3.7,https://www.ratemyprofessors.com/professor/2572532
3006,Tom Lin,4.5,8,University Writing Program,University of California Davis,100%,2.5,https://www.ratemyprofessors.com/professor/2741349
3007,Jessica Hanselman Gray,4.9,14,English,University of California Davis,100%,2.8,https://www.ratemyprofessors.com/professor/2044928
3008,Clay Partridge,4.3,19,Management,University of California Davis,79%,3.8,https://www.ratemyprofessors.com/professor/2625979
3009,David Kyle,3.5,105,Social Science,University of California Davis,61%,2.5,https://www.ratemyprofessors.com/professor/105307
3010,Joseph Anistranski,4.4,68,Human Development,University of California Davis,84%,2.4,https://www.ratemyprofessors.com/professor/2461827
3011,Hooman Rashtian,4.6,47,Electrical Comp. Engineering,University of California Davis,93%,3.6,https://www.ratemyprofessors.com/professor/2040527
3012,Sabrina Miller,2.5,4,Civil Engineering,University of California Davis,50%,3.3,https://www.ratemyprofessors.com/professor/2328871
3013,Richard Kim,4.1,84,Asian American Studies,University of California Davis,77%,2.5,https://www.ratemyprofessors.com/professor/219008
3014,Monica Sianez,2.6,5,Chicano Studies,University of California Davis,N/A,3.6,https://www.ratemyprofessors.com/professor/1291983
3015,Patrick Wells,4.2,13,Physics,University of California Davis,92%,3.1,https://www.ratemyprofessors.com/professor/2748716
3016,Tory Johnston,4.7,3,Native American Studies,University of California Davis,100%,1.7,https://www.ratemyprofessors.com/professor/2667108
3017,Xiao Tai,0.0,0,Statistics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2849092
3018,Mandeep Singh Basson,5.0,1,Civil Engineering,University of California Davis,100%,4,https://www.ratemyprofessors.com/professor/2850436
3019,Luze Xu,0.0,0,Mathematics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2851717
3020,Elizabeth Harrington,0.0,0,Management,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2854408
3021,Joseph Armendarez,0.0,0,Psychology,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2855991
3022,Hannah Stevens,4.1,10,Communication,University of California Davis,90%,3.4,https://www.ratemyprofessors.com/professor/2620356
3023,Jiao Li,3.9,16,Chinese,University of California Davis,84%,3.8,https://www.ratemyprofessors.com/professor/2021881
3024,David Osleger,5.0,239,Geology,University of California Davis,86%,2.8,https://www.ratemyprofessors.com/professor/1199036
3025,Lindsay Poirier,4.6,13,Social Science,University of California Davis,82%,2.4,https://www.ratemyprofessors.com/professor/2469919
3026,Robert Taylor,3.9,63,Political Science,University of California Davis,92%,3.7,https://www.ratemyprofessors.com/professor/546585
3027,Dawn Sumner,4.2,15,Geology,University of California Davis,100%,2.1,https://www.ratemyprofessors.com/professor/170330
3028,Rebecca Parales,3.5,15,Microbiology,University of California Davis,50%,3.9,https://www.ratemyprofessors.com/professor/652657
3029,Erin Gray,3.0,4,English,University of California Davis,100%,3.3,https://www.ratemyprofessors.com/professor/2706207
3030,Shouwei hui,5.0,1,Mathematics,University of California Davis,100%,1,https://www.ratemyprofessors.com/professor/2811229
3031,Ruoqi Yu,0.0,0,Statistics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2877417
3032,Jose Melendez,2.6,13,History,University of California Davis,50%,3.9,https://www.ratemyprofessors.com/professor/2429158
3033,Daniel Sumner,1.8,24,Economics,University of California Davis,25%,4.1,https://www.ratemyprofessors.com/professor/1212917
3034,Ted Geier,4.0,20,Comparative Literature,University of California Davis,89%,2.6,https://www.ratemyprofessors.com/professor/1520932
3035,Roopali Kukreja,0.0,0,Materials Engineering,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2807674
3036,Andrew Sornborger,3.9,11,Mathematics,University of California Davis,100%,2.4,https://www.ratemyprofessors.com/professor/1770403
